Latitude,Longitude,Soil_Type,Green_Building_Suggestion,Reason,Seismic_Zone
21.188187,72.831664,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone III (Moderate Risk)
22.647045,88.28186,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.609064,88.40766,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
19.115209,72.836703,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
21.218728,72.905718,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone III (Moderate Risk)
28.70103,77.084856,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
21.180947,72.821815,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
21.218541,72.806132,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone III (Moderate Risk)
22.584578,88.461458,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
26.948568,75.769901,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
26.983295,75.705332,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
26.96468,75.772967,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
28.757969,77.157307,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
12.997867,77.606674,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.778509,77.058456,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
26.921695,75.727332,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
28.733549,77.0602,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
26.891091,75.784796,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
21.136707,72.90852,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
28.744788,77.150334,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone V (Very High Risk)
19.143766,72.885943,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
21.079926,72.857506,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
21.079997,72.921356,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone III (Moderate Risk)
22.62274,88.43093,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
26.921117,75.725658,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone V (Very High Risk)
12.888076,77.554011,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
22.505418,88.456617,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.630668,88.367562,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
13.018486,77.597523,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.799081,77.05166,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
13.002566,80.293295,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.655524,88.286027,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
22.565339,88.306584,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.57866,88.29863,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone II (Low Risk)
21.103746,72.881118,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone III (Moderate Risk)
12.982843,77.597629,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
13.098358,80.263049,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.56382,88.316222,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
22.527663,88.4599,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
28.606412,77.183688,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
18.986081,72.926607,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone II (Low Risk)
17.454276,78.38879,Sandy,"Use reinforced foundation, solar panels, and wind energy solutions.","Sandy soil drains quickly, making it ideal for solar panel installations and wind energy solutions.",Zone II (Low Risk)
28.635067,77.054745,Rocky,"Implement rainwater harvesting, solar roofing, and earthquake-resistant design.","Rocky soil is stable but may lack water retention, so rainwater harvesting is recommended.",Zone V (Very High Risk)
17.398716,78.555709,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
13.079085,80.321863,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
26.815138,75.838406,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
28.623814,77.060219,Marshy,"Use pile foundation, flood-resistant materials, and vertical gardens.",Marshy land requires flood-resistant materials and pile foundations to prevent sinking.,Zone V (Very High Risk)
22.600299,88.334203,Loamy,"Adopt eco-friendly bricks, rooftop gardens, and natural ventilation.","Loamy soil is well-balanced, making it suitable for green buildings with natural ventilation.",Zone II (Low Risk)
22.662928,88.462708,Clayey,"Use deep foundation, passive cooling, and water-efficient landscaping.","Clayey soil retains water, so proper drainage and deep foundations are needed to prevent structural issues.",Zone II (Low Risk)
